run_id,case_id,category,expected_relation_or_outcome,observed_relation_or_outcome,passed,sha256_a,sha256_b,canonical_utf8_a,canonical_utf8_b,error_code,notes
cmpb-canonicalisation-001,JCS-NUM-10,rfc8785-number-vector,exact-byte-equality,equal,true,143eadc1fc2fe10a563df313c717399d1835652d710fa189119ff2e1d5cde33d,143eadc1fc2fe10a563df313c717399d1835652d710fa189119ff2e1d5cde33d,9.999999999999997e+22,9.999999999999997e+22,,RFC 8785 Appendix B: below-one-e23; bits=44b52d02c7e14af5
cmpb-canonicalisation-001,JCS-NUM-11,rfc8785-number-vector,exact-byte-equality,equal,true,0b1af6b73e932475817f8eb620deecf21ad7570df3400a23db5c79a9001597f7,0b1af6b73e932475817f8eb620deecf21ad7570df3400a23db5c79a9001597f7,1e+23,1e+23,,RFC 8785 Appendix B: one-e23; bits=44b52d02c7e14af6
cmpb-canonicalisation-001,JCS-NUM-12,rfc8785-number-vector,exact-byte-equality,equal,true,159fb29a827ad04b260aa6c8ab6d8637f8f2b38af5c4f3cb49d6a21205e040f8,159fb29a827ad04b260aa6c8ab6d8637f8f2b38af5c4f3cb49d6a21205e040f8,0.000001,0.000001,,RFC 8785 Appendix B: one-e-minus-six; bits=3eb0c6f7a0b5ed8d
cmpb-canonicalisation-001,JCS-NUM-13,rfc8785-number-vector,exact-byte-equality,equal,true,6bd9be1c141028789cc35db62f1b43e80d5d4ee24d6d542e775deb16799ff4c7,6bd9be1c141028789cc35db62f1b43e80d5d4ee24d6d542e775deb16799ff4c7,333333333.3333333,333333333.3333333,,RFC 8785 Appendix B: rounding-sample; bits=41b3de4355555555
cmpb-canonicalisation-001,JCS-NUM-14,rfc8785-number-vector,exact-byte-equality,equal,true,4e703d4e0928e4f339d03e1fb5454ddc33db657ad735b02530d98123b4fd4b61,4e703d4e0928e4f339d03e1fb5454ddc33db657ad735b02530d98123b4fd4b61,-0.0000033333333333333333,-0.0000033333333333333333,,RFC 8785 Appendix B: negative-small; bits=becbf647612f3696
cmpb-canonicalisation-001,JCS-NUM-15,rfc8785-number-vector,exact-byte-equality,equal,true,e1547479d27f057e3197d49417a1dcbe19dd8781b34fa9f83b789925943d00cb,e1547479d27f057e3197d49417a1dcbe19dd8781b34fa9f83b789925943d00cb,1424953923781206.2,1424953923781206.2,,RFC 8785 Appendix B: round-to-even; bits=43143ff3c1cb0959
cmpb-canonicalisation-001,JCS-UNICODE-001,unicode-preservation,different-without-normalisation,different,true,86028b41ba792eaf82aa26a45b218f6734f7f1096a86f1746c8296e088a0ccb4,1fc0bd7cc93fca8092a2041d7d01842876422aa7e2838acf42c14578e9f2be05,"{""s"":""é""}","{""s"":""é""}",,JCS preserves supplied Unicode sequences rather than applying NFC
cmpb-canonicalisation-001,TEJCS-001,key-order,same-bytes-and-digest,same,true,af1b6a81a8ce92a3fcd88093bb0848de807b3c88b7e679640f6fec47633e07e2,af1b6a81a8ce92a3fcd88093bb0848de807b3c88b7e679640f6fec47633e07e2,"{""a"":{""alpha"":true,""beta"":[3,2,1]},""z"":3}","{""a"":{""alpha"":true,""beta"":[3,2,1]},""z"":3}",,Recursive object-member reordering
cmpb-canonicalisation-001,TEJCS-002,whitespace,same-bytes-and-digest,same,true,d5138eba6545bfd591d7ac0cd424287d99ea070d60c623eabee2fc82697500bd,d5138eba6545bfd591d7ac0cd424287d99ea070d60c623eabee2fc82697500bd,"{""a"":[1,true,null],""b"":2}","{""a"":[1,true,null],""b"":2}",,Insignificant source whitespace is not emitted
cmpb-canonicalisation-001,TEJCS-003,timestamp-offset,same-normalised-time,same,true,6576f6a64496aaa0c59d02f85d055874d5ee4a75b01f35c44c6b3815f1566e36,6576f6a64496aaa0c59d02f85d055874d5ee4a75b01f35c44c6b3815f1566e36,"{""t"":""2026-07-01T06:10:00.500Z""}","{""t"":""2026-07-01T06:10:00.500Z""}",,normalised_a=2026-07-01T06:10:00.500Z; normalised_b=2026-07-01T06:10:00.500Z
cmpb-canonicalisation-001,TEJCS-004,timestamp-whole-second,exact-byte-equality,equal,true,d5c16b964f0754d545fbebc072d9364b7bfc3da627e0c8a6ce6b2cde649b3b56,d5c16b964f0754d545fbebc072d9364b7bfc3da627e0c8a6ce6b2cde649b3b56,"{""t"":""2026-07-01T06:10:00.000Z""}","{""t"":""2026-07-01T06:10:00.000Z""}",,Whole seconds are emitted with explicit millisecond precision
cmpb-canonicalisation-001,TEJCS-005,semantic-mutation,different-bytes-and-digest,different,true,de3634658dccdb63d552dbcb42dd3362bfaa66ae17dd59d3174320cbd49051dd,29e09bd3b34f3a4eb87007c14ced922125f386a3b75bae2b7608c65079068270,"{""count"":1,""role"":""authorised-reader""}","{""count"":1,""role"":""curation-service""}",,A permitted string-field change alters canonical bytes
cmpb-canonicalisation-001,TEJCS-006,number-string-boundary,different-bytes-and-digest,different,true,48208f9428d64634bd8e28ff345bf0eab60d53c18fa2fbdb0b9bc1e84df2b5f6,7bb1728e697e5b90618d0abda45bdcca6fc8ac6a07b02ea34cd62d1a56853453,"{""value"":1}","{""value"":""1""}",,Integer and string representations remain distinct
cmpb-canonicalisation-001,TEJCS-007,array-order,different-bytes-and-digest,different,true,b1d0b4cea14579d39b89f6f13701a12df9dbcef8b29f951c30cc3dfaaa97fc44,013fc18f10321db7541276a147c99e8086d59ebb77cf34ed55bbbe2b7015995c,"{""items"":[""a"",""b""]}","{""items"":[""b"",""a""]}",,Array order is semantically retained
cmpb-canonicalisation-001,TEJCS-008,safe-integer-boundary,accepted,accepted,true,e1da48c6a6089f06ecb4e0a2259e658e3786b2420f52baccdf929ec6460d7b41,,"{""n"":9007199254740991}",,,Maximum TE-JCS-1 admitted integer
cmpb-canonicalisation-001,TEJCS-009,full-core-determinism,same-core-signature-and-digest,same,true,a1920e58306957ee186211041d983b68273e200a98934a8893099c6142436b01,a1920e58306957ee186211041d983b68273e200a98934a8893099c6142436b01,"{""actor"":{""actor_ref_token"":""urn:te:actor-token:reader-service-001"",""actor_type"":""service"",""organisation_ref_token"":""urn:te:org-token:care-provider-b"",""role_code"":""authorised-reader""},""consent_binding"":{""consent_ref_token"":""urn:te:consent-token:fixture-001"",""consent_state"":""active"",""consent_version"":""3""},""emitted_at"":""2026-07-01T06:10:00.500Z"",""emitter"":{""emitter_id"":""urn:te:emitter:monitoring-boundary-a"",""key_id"":""urn:te:key:fixture-emitter-v1"",""organisation_ref_token"":""urn:te:org-token:monitoring-provider-a"",""role_code"":""monitoring-boundary""},""emitter_signature"":{""algorithm"":""Ed25519"",""key_id"":""urn:te:key:fixture-emitter-v1"",""signature"":""vrU2siBYqok8QXtrE0IP6vjLY-VLx542KNHbz1Q0afNONcRZjr270s6Dmmmd6VcGM81IiYO4ZDFA7gyHEiLEBA""},""event_facts"":{""access_channel_code"":""api"",""action_code"":""read"",""decision_source_code"":""consent-policy-engine""},""event_id"":""urn:te:event:access-001"",""event_type"":""access-event"",""evidence_id"":""urn:uuid:8e727851-cd54-52dd-8d2e-454964f66846"",""objects"":[{""data_category_code"":""continuous-glucose-monitoring"",""object_ref_token"":""urn:te:object-token:cgm-day-001"",""object_role"":""target"",""resource_class"":""monitoring-series"",""resource_version_token"":""1"",""subject_ref_token"":""urn:te:subject-token:fixture-001""}],""occurred_at"":""2026-07-01T06:10:00.000Z"",""outcome"":{""code"":""success""},""policy_binding"":{""policy_ref_token"":""urn:te:policy-token:monitoring-access"",""policy_version"":""2026-07""},""privacy_profile"":{""minimisation_profile"":""TE-PHM-Min-1"",""retention_class"":""research-reference"",""tokenisation_profile"":""TE-Token-Pseudonymous-1""},""purpose_code"":""care-coordination"",""subject_context"":{""rotation_scope"":""fixture-study"",""status"":""pseudonymous"",""subject_ref_token"":""urn:te:subject-token:fixture-001"",""token_system"":""urn:te:token-system:cmpb-fixture-v1""},""time_source"":{""max_skew_ms"":1000,""precision_ms"":1,""source_id"":""urn:te:time-source:fixture-clock""}}","{""actor"":{""actor_ref_token"":""urn:te:actor-token:reader-service-001"",""actor_type"":""service"",""organisation_ref_token"":""urn:te:org-token:care-provider-b"",""role_code"":""authorised-reader""},""consent_binding"":{""consent_ref_token"":""urn:te:consent-token:fixture-001"",""consent_state"":""active"",""consent_version"":""3""},""emitted_at"":""2026-07-01T06:10:00.500Z"",""emitter"":{""emitter_id"":""urn:te:emitter:monitoring-boundary-a"",""key_id"":""urn:te:key:fixture-emitter-v1"",""organisation_ref_token"":""urn:te:org-token:monitoring-provider-a"",""role_code"":""monitoring-boundary""},""emitter_signature"":{""algorithm"":""Ed25519"",""key_id"":""urn:te:key:fixture-emitter-v1"",""signature"":""vrU2siBYqok8QXtrE0IP6vjLY-VLx542KNHbz1Q0afNONcRZjr270s6Dmmmd6VcGM81IiYO4ZDFA7gyHEiLEBA""},""event_facts"":{""access_channel_code"":""api"",""action_code"":""read"",""decision_source_code"":""consent-policy-engine""},""event_id"":""urn:te:event:access-001"",""event_type"":""access-event"",""evidence_id"":""urn:uuid:8e727851-cd54-52dd-8d2e-454964f66846"",""objects"":[{""data_category_code"":""continuous-glucose-monitoring"",""object_ref_token"":""urn:te:object-token:cgm-day-001"",""object_role"":""target"",""resource_class"":""monitoring-series"",""resource_version_token"":""1"",""subject_ref_token"":""urn:te:subject-token:fixture-001""}],""occurred_at"":""2026-07-01T06:10:00.000Z"",""outcome"":{""code"":""success""},""policy_binding"":{""policy_ref_token"":""urn:te:policy-token:monitoring-access"",""policy_version"":""2026-07""},""privacy_profile"":{""minimisation_profile"":""TE-PHM-Min-1"",""retention_class"":""research-reference"",""tokenisation_profile"":""TE-Token-Pseudonymous-1""},""purpose_code"":""care-coordination"",""subject_context"":{""rotation_scope"":""fixture-study"",""status"":""pseudonymous"",""subject_ref_token"":""urn:te:subject-token:fixture-001"",""token_system"":""urn:te:token-system:cmpb-fixture-v1""},""time_source"":{""max_skew_ms"":1000,""precision_ms"":1,""source_id"":""urn:te:time-source:fixture-clock""}}",,Identical admitted event semantics with reversed dictionary insertion order
cmpb-canonicalisation-001,TEJCS-NEG-001,duplicate-property,rejected,rejected,true,,,,,TE-E-CANONICALISATION,Duplicate object names are rejected before canonicalisation; Duplicate JSON property name: 'a'
cmpb-canonicalisation-001,TEJCS-NEG-002,nan-token,rejected,rejected,true,,,,,TE-E-CANONICALISATION,Non-JSON NaN token; Non-JSON numeric constant: NaN
cmpb-canonicalisation-001,TEJCS-NEG-003,infinity-token,rejected,rejected,true,,,,,TE-E-CANONICALISATION,Non-JSON Infinity token; Non-JSON numeric constant: Infinity
cmpb-canonicalisation-001,TEJCS-NEG-004,floating-point-profile,rejected,rejected,true,,,,,TE-E-CANONICALISATION,TE-JCS-1 excludes floating-point values even though base JCS serialises them; Floating-point values are outside TE-JCS-1
cmpb-canonicalisation-001,TEJCS-NEG-005,unsafe-integer,rejected,rejected,true,,,,,TE-E-CANONICALISATION,Integer exceeds the TE-JCS-1 I-JSON-safe domain; Integer exceeds the I-JSON safe range
cmpb-canonicalisation-001,TEJCS-NEG-006,lone-surrogate,rejected,rejected,true,,,,,TE-E-CANONICALISATION,Lone Unicode surrogate; Lone Unicode surrogate is not admitted
cmpb-canonicalisation-001,TEJCS-NEG-007,sub-millisecond-time,rejected,rejected,true,,,,,TE-E-CANONICALISATION,"Precision finer than milliseconds is rejected rather than rounded; Timestamp must use seconds, at most millisecond precision, and Z or a numeric offset"
cmpb-canonicalisation-001,TEJCS-NEG-008,naive-time,rejected,rejected,true,,,,,TE-E-CANONICALISATION,"Timestamp without UTC marker or numeric offset; Timestamp must use seconds, at most millisecond precision, and Z or a numeric offset"
cmpb-canonicalisation-001,TEJCS-NEG-009,excess-zero-fraction,rejected,rejected,true,,,,,TE-E-CANONICALISATION,"A fourth fractional digit is rejected even when it is zero; Timestamp must use seconds, at most millisecond precision, and Z or a numeric offset"
